nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide
293278,/universities/institut-national-des-sciences-appliquees-de-lyon-insa,Institut National des Sciences Appliquées de Lyon (INSA),"<img src=""https://www.topuniversities.com/sites/default/files/institut-national-des-sciences-appliques-de-lyon-insa_2461_small.jpg"" alt=""Institut National des Sciences Appliquées de Lyon (INSA) Logo"">",2461,,541-550,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
294222,/universities/iowa-state-university,Iowa State University,"<img src=""https://www.topuniversities.com/sites/default/files/iowa-state-university_294_small.jpg"" alt=""Iowa State University Logo"">",294,,541-550,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
294779,/universities/niigata-university,Niigata University,"<img src=""https://www.topuniversities.com/sites/default/files/niigata-university_592560cf2aeae70239af4c46_small.jpg"" alt=""Niigata University Logo"">",451,,541-550,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
297633,/universities/osaka-city-university,Osaka City University,"<img src=""https://www.topuniversities.com/sites/default/files/osaka-city-university_592560cf2aeae70239af4c5b_small.jpg"" alt=""Osaka City University Logo"">",471,,541-550,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
295111,/universities/satbayev-university,Satbayev University,"<img src=""https://www.topuniversities.com/sites/default/files/kazakh-national-research-technical-university-after-k.i.satpayev_592560cf2aeae70239af52e7_small.jpg"" alt=""Satbayev University Logo"">",2148,,541-550,Kazakhstan,Asia,NA,
294589,/universities/universitat-bremen,Universität Bremen,"<img src=""https://www.topuniversities.com/sites/default/files/universitt-bremen_67_small.jpg"" alt=""Universität Bremen Logo"">",67,,541-550,Germany,Europe,NA,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297551,/universities/university-paris-2-pantheon-assas,University Paris 2 Panthéon-Assas,"<img src=""https://www.topuniversities.com/sites/default/files/universit-panthon-assas-paris-2_592560cf2aeae70239af4c66_small.jpg"" alt=""University Paris 2 Panthéon-Assas Logo"">",483,,541-550,France,Europe,NA,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
297144,/universities/saint-joseph-university-beirut-usj,Saint Joseph University of Beirut (USJ),"<img src=""https://www.topuniversities.com/sites/default/files/saint-joseph-university-of-beirut-usj_1130_small.jpg"" alt=""Saint Joseph University of Beirut (USJ) Logo"">",1130,,541-550,Lebanon,Asia,,"<a href=""/where-to-study/asia/lebanon/guide"" class=""guide-link"" target=""_blank"">Lebanon</a>"
294503,/universities/university-delaware,University of Delaware,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-delaware_154_small.jpg"" alt=""University of Delaware Logo"">",154,,541-550,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
296433,/universities/ajou-university,Ajou University,"<img src=""https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg"" alt=""Ajou University Logo"">",1034,,551-560,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
296784,/universities/bar-ilan-university,Bar-Ilan University,"<img src=""https://www.topuniversities.com/sites/default/files/bar-ilan-university_997_small.jpg"" alt=""Bar-Ilan University Logo"">",997,,551-560,Israel,Asia,NA,"<a href=""/where-to-study/asia/israel/guide"" class=""guide-link"" target=""_blank"">Israel</a>"
294598,/universities/bilkent-university,Bilkent University,"<img src=""https://www.topuniversities.com/sites/default/files/bilkent-university_58_small.jpg"" alt=""Bilkent University Logo"">",58,,551-560,Turkey,Asia,NA,"<a href=""/where-to-study/asia/turkey/guide"" class=""guide-link"" target=""_blank"">Turkey</a>"
296752,/universities/hallym-university,Hallym University,"<img src=""https://www.topuniversities.com/sites/default/files/hallym-university_1053_small.jpg"" alt=""Hallym University Logo"">",1053,,551-560,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
296429,/universities/konkuk-university,Konkuk University,"<img src=""https://www.topuniversities.com/sites/default/files/konkuk-university-_592560cf2aeae70239af4eb1_small.jpg"" alt=""Konkuk University Logo"">",1069,,551-560,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297147,/universities/lebanese-american-university,Lebanese American University,"<img src=""https://www.topuniversities.com/sites/default/files/lebanese-american-university_592560cf2aeae70239af4eed_small.jpg"" alt=""Lebanese American University Logo"">",1127,,551-560,Lebanon,Asia,,"<a href=""/where-to-study/asia/lebanon/guide"" class=""guide-link"" target=""_blank"">Lebanon</a>"
297601,/universities/lehigh-university,Lehigh University,"<img src=""https://www.topuniversities.com/sites/default/files/lehigh-university_810_small.jpg"" alt=""Lehigh University Logo"">",810,,551-560,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
295796,/universities/management-science-university,Management and Science University,"<img src=""https://www.topuniversities.com/sites/default/files/management-and-science-university_22618_small.jpg"" alt=""Management and Science University Logo"">",22618,,551-560,Malaysia,Asia,3,"<a href=""/where-to-study/asia/malaysia/guide"" class=""guide-link"" target=""_blank"">Malaysia</a>"
297265,/universities/technische-universitat-braunschweig,Technische Universität Braunschweig,"<img src=""https://www.topuniversities.com/sites/default/files/technische-universitt-braunschweig_596_small.jpg"" alt=""Technische Universität Braunschweig Logo"">",596,,551-560,Germany,Europe,,"<a href=""/where-to-study/europe/germany/guide"" class=""guide-link"" target=""_blank"">Germany</a>"
297239,/universities/universite-paul-sabatier-toulouse-iii,Université Paul Sabatier Toulouse III,"<img src=""https://www.topuniversities.com/sites/default/files/universit-paul-sabatier-toulouse-iii_622_small.jpg"" alt=""Université Paul Sabatier Toulouse III Logo"">",622,,551-560,France,Europe,,"<a href=""/where-to-study/europe/france/guide"" class=""guide-link"" target=""_blank"">France</a>"
297040,/universities/victoria-university,Victoria University,"<img src=""https://www.topuniversities.com/sites/default/files/victoria-university-_592560cf2aeae70239af4dd6_small.jpg"" alt=""Victoria University Logo"">",849,,551-560,Australia,Oceania,NA,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294576,/universities/cairo-university,Cairo University,"<img src=""https://www.topuniversities.com/sites/default/files/cairo-university_80_small.jpg"" alt=""Cairo University Logo"">",80,,561-570,Egypt,Africa,NA,"<a href=""/where-to-study/africa/egypt/guide"" class=""guide-link"" target=""_blank"">Egypt</a>"
294119,/universities/kumamoto-university,Kumamoto University,"<img src=""https://www.topuniversities.com/sites/default/files/kumamoto-university_326_small.jpg"" alt=""Kumamoto University Logo"">",326,,561-570,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294104,/universities/kyungpook-national-university,Kyungpook National University,"<img src=""https://www.topuniversities.com/sites/default/files/kyungpook-national-university_592560cf2aeae70239af4bd0_small.jpg"" alt=""Kyungpook National University Logo"">",330,,561-570,South Korea,Asia,NA,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>"
297650,/universities/new-school,The New School,"<img src=""https://www.topuniversities.com/sites/default/files/the-new-school_1814_small.jpg"" alt=""The New School Logo"">",1814,,561-570,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297255,/universities/thammasat-university,Thammasat University,"<img src=""https://www.topuniversities.com/sites/default/files/thammasat-university_592560cf2aeae70239af4ce1_small_1.jpg"" alt=""Thammasat University Logo"">",606,,561-570,Thailand,Asia,,"<a href=""/where-to-study/asia/thailand/guide"" class=""guide-link"" target=""_blank"">Thailand</a>"
294710,/universities/universidad-externado-de-colombia,Universidad Externado de Colombia,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-externado-de-colombia_795_small_2.jpg"" alt=""Universidad Externado de Colombia Logo"">",795,,561-570,Colombia,Latin America,4,"<a href=""/where-to-study/latin-america/colombia/guide"" class=""guide-link"" target=""_blank"">Colombia</a>"
297560,/universities/university-nebraska-lincoln,University of Nebraska - Lincoln,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-nebraska-lincoln_819_small.jpg"" alt=""University of Nebraska - Lincoln Logo"">",819,,561-570,United States,North America,,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
297493,/universities/university-pretoria,University of Pretoria,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-pretoria_506_small.jpg"" alt=""University of Pretoria Logo"">",506,,561-570,South Africa,Africa,NA,"<a href=""/where-to-study/africa/south-africa/guide"" class=""guide-link"" target=""_blank"">South Africa</a>"
296649,/universities/abo-akademi-university,Abo Akademi University,"<img src=""https://www.topuniversities.com/sites/default/files/abo-akademi-university_592560cf2aeae70239af4f7a_small.jpg"" alt=""Abo Akademi University Logo"">",1271,,571-580,Finland,Europe,,"<a href=""/where-to-study/europe/finland/guide"" class=""guide-link"" target=""_blank"">Finland</a>"
296470,/universities/altai-state-university,Altai State University,"<img src=""https://www.topuniversities.com/sites/default/files/altai-state-university_592560cf2aeae70239af505f_small.jpg"" alt=""Altai State University Logo"">",1500,,571-580,Russia,Europe,NA,"<a href=""/where-to-study/europe/russia/guide"" class=""guide-link"" target=""_blank"">Russia</a>"
294652,/universities/aristotle-university-thessaloniki,Aristotle University of Thessaloniki,"<img src=""https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_small.jpg"" alt=""Aristotle University of Thessaloniki Logo"">",24,,571-580,Greece,Europe,NA,"<a href=""/where-to-study/europe/greece/guide"" class=""guide-link"" target=""_blank"">Greece</a>"
294976,/universities/china-university-geosciences,China University of Geosciences,"<img src=""https://www.topuniversities.com/sites/default/files/china-university-of-geosciences_2006_small.jpg"" alt=""China University of Geosciences Logo"">",2006,,571-580,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>"
296993,/universities/lingnan-university-hong-kong,"Lingnan University, Hong Kong","<img src=""https://www.topuniversities.com/sites/default/files/lingnan-university-hong-kong_894_small_6.jpg"" alt=""Lingnan University, Hong Kong Logo"">",894,,571-580,Hong Kong SAR,Asia,NA,"<a href=""/where-to-study/asia/hong-kong/guide"" class=""guide-link"" target=""_blank"">Hong Kong SAR</a>"
297514,/universities/murdoch-university,Murdoch University,"<img src=""https://www.topuniversities.com/sites/default/files/murdoch-university_592560cf2aeae70239af4dc5_small.jpg"" alt=""Murdoch University Logo"">",834,,571-580,Australia,Oceania,,"<a href=""/where-to-study/oceania/australia/guide"" class=""guide-link"" target=""_blank"">Australia</a>"
294737,/universities/okayama-university,Okayama University,"<img src=""https://www.topuniversities.com/sites/default/files/okayama-university_592560cf2aeae70239af4c55_small.jpg"" alt=""Okayama University Logo"">",466,,571-580,Japan,Asia,NA,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>"
294681,/universities/universidad-de-costa-rica,Universidad de Costa Rica,"<img src=""https://www.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_small.jpg"" alt=""Universidad de Costa Rica Logo"">",789,,571-580,Costa Rica,Latin America,,"<a href=""/where-to-study/latin-america/costa-rica/guide"" class=""guide-link"" target=""_blank"">Costa Rica</a>"
293506,/universities/universidad-panamericana,Universidad Panamericana (UP),"<img src=""https://www.topuniversities.com/sites/default/files/universidad-panamericana-up_592560cf2aeae70239af550d_small.jpg"" alt=""Universidad Panamericana (UP) Logo"">",2698,,571-580,Mexico,Latin America,4,"<a href=""/where-to-study/latin-america/mexico/guide"" class=""guide-link"" target=""_blank"">Mexico</a>"
296894,/universities/university-guelph,University of Guelph,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-guelph_1756_small_4.jpg"" alt=""University of Guelph Logo"">",1756,,571-580,Canada,North America,,"<a href=""/where-to-study/north-america/canada/guide"" class=""guide-link"" target=""_blank"">Canada</a>"
297481,/universities/university-south-carolina,University of South Carolina,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_small.jpg"" alt=""University of South Carolina Logo"">",539,,571-580,United States,North America,NA,"<a href=""/where-to-study/north-america/united-states/guide"" class=""guide-link"" target=""_blank"">United States</a>"
